kbpedia-id,pref-label,alt-label,definition
EngganoScopsOwl,,,"The Enggano scops owl (Otus enganensis) is an owl endemic to Enggano Island, Indonesia."
Engine,,,"This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of engine. This product category corresponds to the UNSPSC code: 26101500."
EngineeringAcademicDepartment,engineering department (academic),engineering department,
EngineeringDepartment,engineering department,engineering department,
EnglerodendronUsambarense,,,Englerodendron usambarense is a species of legume in the Fabaceae family.It is found only in Tanzania.
EnglishCockerSpaniel,,,"The English Cocker Spaniel is a breed of gun dog. The English Cocker Spaniel is an active, good-natured, sporting dog  standing well up at the withers and compactly built. There are \""field\"" or \""working\"" cockers and \""show\"" cockers. It is one of several varieties of spaniel and somewhat resembles its American cousin, the American Cocker Spaniel, although it is closer to the working-dog form of the Field Spaniel and the English Springer Spaniel."
EnglishLeicesterSheep,,,"English Leicester is an English breed of sheep. Alternate names for the breed include: Leicester, Bakewell Leicester, Dishley Leicester, Improved Leicester, Leicester Longwool, and New Leicester. They were originally developed by 18th-century breeding innovator Robert Bakewell. It is now one of Britain's rarest breeds, categorised as \""endangered\"" by the Rare Breeds Survival Trust, since fewer than 500 registered breeding females remain in the United Kingdom."
EnglishPerson,Englishman,Englishman,"The English are a nation and an ethnic group native to England, who speak the English language. The English identity is of early medieval origin, when they were known in Old English as the Angelcynn (\""family of the Angles\""). Their ethnonym is derived from the Angles, one of the Germanic peoples who migrated to Great Britain around the 5th century AD. England is one of the countries of the United Kingdom."
EnglishShepherd,,,"The English Shepherd is an extremely versatile breed of working dog of the collie lineage, developed in the United States from farm dogs brought by English and Scottish settlers in the 17th through 19th centuries before pedigrees became fashionable around the end of the 19th century. Subsistence farmers appreciated the breed for their versatility and not for their flash or strict conformation to a standard of appearance."
EnglishToyTerrierBlackTan,,,The English Toy Terrier - Black and Tan is a small breed of terrier in the toy dog group.
EnglishWhiteTerrier,,,The English white terrier (also known as the White english terrier or Old english terrier) is an extinct breed of dog. The English White terrier is the failed show ring name of a pricked-ear version of the white fox-working terriers that have existed in the U.K. since the late 18th Century.
EngraulisEncrasicolus,,,"The European anchovy (Engraulis encrasicolus) is a forage fish somewhat related to the herring. Anchovies are placed in the family Engraulidae. It is easily distinguished by its deeply cleft mouth, the angle of the gape being behind the eyes. The pointed snout extends beyond the lower jaw. The fish resembles a sprat in having a forked tail and a single dorsal fin, but the body is round and slender. The maximum length is 21 cm (8 1⁄8 in)."
Engraving,,,"This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of engraving. This product category corresponds to the UNSPSC code: 82121600."
Engraving-Print,,,"Engraving is the practice of incising a design onto a hard, usually flat surface, by cutting grooves into it."
Enneapogon,,,"Enneapogon is a cosmopolitan genus of plants in the grass family. They are generally known as niggerheads, bottle washers or pappus grass. These perennial grass species are found in tropical and warm temperate areas. They have small, narrow inflorescences."
Enoplia,,,The Enoplia are a subclass of nematodes in class Enoplea.
Enoploteuthidae,,,The Enoploteuthidea are a family of squid comprising approximately 40 species in four genera. Most species have a mantle length ranging from 3-13 cm. Hooks are present on all arms and tentacles. The family is best known for the large array of photophores throughout the body.
Enprostil,,,Enprostil is a synthetic prostaglandin designed to resemble dinoprostone. Enprostil was found to be a highly potent inhibitor of gastric HCl secretion.
Ensatina,,,"Ensatina eschscholtzii (commonly known by its genus name, Ensatina) is a complex of plethodontid (lungless) salamanders found in coniferous forests, oak woodland and chaparral from British Columbia, through Washington, Oregon, across California (where all seven subspecies variations are located), all the way down to Baja California in Mexico. The genus Ensatina originated approximately 21.5 million years ago."
Ensifera,,,"Ensifera is a suborder of the order Orthoptera, including insects in the families Gryllidae (true crickets), Prophalangopsidae (grigs), Stenopelmatidae (Jerusalem crickets, king crickets, tree and giant wetas), Gryllacrididae (leaf-rolling and raspy crickets), Cooloolidae (cooloola monsters), Rhaphidophoridae (cave and camel crickets), Schizodactylidae (dune or splay-footed crickets) and Tettigoniidae (bush crickets or katydids). The Tettigoniidae are sometimes known as the long-horned grasshoppers to distinguish them from the other suborder of Orthoptera, the Caelifera or short-horned grasshoppers. Ensifera is believed to be a more ancient group than Caelifera, with its origins in the Carboniferous period, the split having occurred at the end of the Permian period."
Enstatite,,,"Enstatite is a mineral; the magnesium endmember of the pyroxene silicate mineral series enstatite (MgSiO3) - ferrosilite (FeSiO3). The magnesium rich members of the solid solution series are common rock-forming minerals found in igneous and metamorphic rocks. The intermediate composition, (Mg,Fe)SiO3, has historically been known as hypersthene, although this name has been formally abandoned and replaced by orthopyroxene. When determined petrographically or chemically the composition is given as relative proportions of enstatite (En) and ferrosilite (Fs) (e.g., En80Fs20)."
EnterobacteriaPhageT2,,,"Enterobacteria phage T2 is a virulent bacteriophage of the T4-like viruses in the family Myoviridae. It infects Escherichia coli bacteria. Its virion contains linear double-stranded DNA, terminally redundant and circularly permuted. The phage is covered by a protective protein coat."
EnterobacteriaPhageT4,,,"Enterobacteria phage T4 is a bacteriophage that infects Escherichia coli bacteria. The T4 phage is a member of the T-even phages, a group including enterobacteriophages T2 and T6. T4 is capable of undergoing only a lytic lifecycle and not the lysogenic lifecycle."
EnterobiusGregorii,,,"Pinworm infection, also known as enterobiasis, is a human parasitic disease caused by the pinworm. The most common symptom is itching in the anal area. This can make sleeping difficult. The period of time from swallowing eggs to the appearance of new eggs around the anus is 4 to 8 weeks. Some people who are infected do not have symptoms."
EnteroctopusMegalocyathus,,,"Enteroctopus megalocyathus, also known as the southern red octopus, is a medium-sized octopus, and the type species for the genus Enteroctopus."
Enterovirus,,,Enteroviruses are a genus of positive-sense single-stranded RNA viruses associated with several human and mammalian diseases. Enteroviruses are named by their transmission-route through the intestine (enteric meaning intestinal).
Entertainer,,,"This category is for people who are hired to entertain other people. These can come in a wide range of forms, from a musician, to an actor, to a magician."
EntertainmentCenter,,,"An entertainment center is a piece of furniture designed to house consumer electronic appliances and components, such as televisions."
ENTJ,,,"ENTJ (extraversion, intuition, thinking, judgment) is an abbreviation used in the publications of the Myers-Briggs Type Indicator (MBTI) to refer to one of sixteen personality types. The MBTI assessment was developed from the work of prominent psychiatrist Carl G. Jung in his book Psychological Types, which proposed a psychological typology based on his theories of cognitive functions."
Entognatha,,,"The Entognatha are a class of wingless (ametabolous) arthropods, which, together with the insects, makes up the subphylum Hexapoda."
Entomoplasmatales,,,The Entomoplasmatales are a small order of mollicute bacteria. The genus Spiroplasma is part of this order.
ENTP,,,"ENTP (By functions; Extroverted Intuition, Introverted Thinking, Extroverted Feeling and Introverted Sensing) is an abbreviation used in the publications of the Myers–Briggs Type Indicator (MBTI) to refer to one of sixteen personality types. The MBTI assessment was developed from the work of prominent psychiatrist Carl Jung in his book Psychological Types. Jung proposed a psychological typology based on the theories of cognitive functions that he developed through his clinical observations."
Entree,entrée,main course,
Environment-Generic,,,"Environment is the biotic and abiotic surrounding of an organism or population, and consequently includes the factors that have an influence in their survival, development, and evolution."
Environmentalist,,,"An environmentalist broadly supports the goals of the environmental movement, ""a political and ethical movement that seeks to improve and protect the quality of the natural environment through changes to environmentally harmful human activities"". An environmentalist is engaged in or believes in the philosophy of environmentalism.Environmentalists are sometimes referred to using informal or derogatory terms such as ""greenie"" and ""tree-hugger""."
Envy,,,"Envy (from Latin invidia) is an emotion which \""occurs when a person lacks another's superior quality, achievement, or possession and either desires it or wishes that the other lacked it\"". Bertrand Russell said that envy was one of the most potent causes of unhappiness. Not only is the envious person rendered unhappy by his or her envy, but that person also wishes to inflict misfortune on others. Although envy is generally seen as something negative, Russell also believed that envy was a driving force behind the movement towards democracy and must be endured to achieve a more just social system. However, psychologists have recently suggested that there may be two types of envy: malicious envy and benign envy—malicious envy being proposed as a sick force that ruins a person and his/her mind."
EobalaenopteraHarrisoni,,,"Eobalaenoptera harrisoni is an extinct species of baleen whale. The species was first described in June 2004 by researchers at the Virginia Museum of Natural History. The researchers identified the species from a partial skeleton found in 1990 in Caroline County, Virginia, the site of a prehistoric ocean, in middle Miocene Calvert Formation rocks. The 11 m (35 ft) skeleton proved to have similar morphological characteristics to a clade of whales consisting of two modern taxonomic families - Balaenopteridae (the rorquals), and Eschrichtiidae (a family with one surviving species, the Gray Whale)."
Eocardiidae,,,"The Eocardiidae are an extinct family of caviomorph rodents from South America. The family is probably ancestral to the living family Caviidae (Kramarz, 2006), which includes cavies, maras, and capybaras and their relatives. McKenna and Bell (1997) divided eocardiids into two subfamilies, Luantinae for two of the oldest genera (Asteromys and Luantus) and Eocardiinae for remaining genera. Kramarz (2006) has recommended the abandonment of these subfamilies, as the genera placed in Luantinae appear to represent basal eocardiids, rather than a specialized side branch. The latter hypothesis had been proposed by Wood and Patterson (1959)."
Eocrinoid,,,"The Eocrinoidea are an extinct class of echinoderms that lived between the Early Cambrian and Late Silurian periods. They are the earliest known group of stalked, arm-bearing echinoderms, and were the most common echinoderms during the Cambrian."
Eogastropoda,,,"Eogastropoda was a previously used taxonomic category of snails or gastropods, a subclass which was erected by Ponder and Lindberg in 1997. It was one of two great divisions (subclasses) of the class Gastropoda, the snails. The other subclass of gastropods was the Orthogastropoda. Eogastropoda were the more primitive of the two subclasses, representing a much older line of gastropods. This subclass contained all of the true limpets."
Eomanis,,,"Eomanis (\""dawn pangolin\"") is the earliest known true (and scaled) pangolin from the Middle Eocene of Europe. Fossils collected from the Messel Pit, Germany, indicate that this 50 cm long animal was rather similar to living pangolins. However, unlike modern pangolins, its tail and legs did not bear scales. According to the stomach contents of the excellently preserved Messel specimens, Eomanis’ diet consisted of both insects and plants. Its contemporary was the similar, albeit scale-less, anteater-like Eurotamandua."
EpaphroditaLobivertex,,,"Epaphrodita lobivertex is a species of praying mantis, native to Hispaniola, that was discovered in 2004."
Epermeniidae,,,Epermeniidae or the fringe-tufted moths is a family of insects in the lepidopteran order with about 14 genera. 
EphebopusMurinus,,,"The skeleton tarantula, Ephebopus murinus, is a species of spider belonging to the family Theraphosidae (tarantulas), sub-family Aviculariinae. A New World species, it is native to several South American countries. Its common name is derived from the skeleton-like markings on its legs."
Ephistemus,,,Ephistemus is a genus comprising several species of beetles. It is contained in the family Cryptophagidae. Species within this genus include the silken fungus beetle (Ephistemus globulus) and E. reitteri.
Ephydridae,,,"Ephydridae (shore fly, sometimes brine fly) is a family of insects in the order Diptera. "
Ephydroidea,,,The Ephydroidea are a superfamily of flies.
Epibatidine,,,"Epibatidine is an alkaloid that is secreted by the Ecuadoran frog Epipedobates anthonyi. It was discovered by John W. Daly in 1974, but its structure was not fully elucidated until 1992. Epibatidine is toxic. Its toxicity stems from its ability to interact with nicotinic and muscarinic acetylcholine receptors. These receptors are involved in the transmission of painful sensations, and in movement, among other functions. Epibatidine then causes numbness and eventually paralysis. Doses are lethal when the paralysis causes respiratory arrest. Originally, it was thought that epibatidine could be useful as a drug. However, because it can be deadly even at very low doses, it is no longer being researched for potential therapeutic uses."
EpicharisGenus,,,"The genus Epicharis contains fewer than 40 species of large apid bees occurring in the Neotropics (from Mexico to Brazil ), most of which possess adaptations for carrying floral oils rather than (or in addition to) pollen or nectar. The floral oils are typically gathered from plants of the family Malpighiaceae, though other plants may be visited. They also commonly gather plant resins for use in nest cell construction. Recent studies have shown they are sister to the clade formed by corbiculate bees (the most well-known and economically important group of bees) plus Centris They are large bees, generally with a black head and mesosoma, and the metasoma is often red, and/or has bright yellow spots or bands."
Epicopeiidae,,,Epicopeiidae is a family of insects in the Lepidoptera order. They are known as Oriental Swallowtail Moths as they closely resemble Oriental Swallowtail butterflies.
EpicPoem,,,"An epic poem, epic (from Latin epicus, from the Ancient Greek adjective ἐπικός, epikos, from ἔπος, epos, word, story, poem), epos (from Latin epos, from Greek ἔπος, epos), or epopee (from French épopée, from neo-Latin epopoeia, from Ancient Greek ἐποποιία, epopoiia) is a lengthy narrative poem, ordinarily concerning a serious subject containing details of heroic deeds and events significant to a culture or nation. Milman Parry and Albert Lord have argued that the Homeric epics, the earliest works of Western literature, were fundamentally an oral poetic form. These works form the basis of the epic genre in Western literature. Nearly all Western epic (including Virgil's Aeneid and Dante's Divine Comedy) self-consciously presents itself as a continuation of the tradition begun by these poem."
Epidalea,,,"The natterjack toad (Bufo calamita) is a toad native to sandy and heathland areas of Europe. Adults are 60–70 mm in length and are distinguished from common toads by a yellow line down the middle of the back, and parallel paratoid glands. They have relatively short legs, and this gives them a distinctive gait, contrasting with the hopping movement of many other toad species."
EpidendrumRadicans,,,"Epidendrum radicans is a species of orchid. Common names include ground-rooting epidendrum, fire-star orchid, rainbow orchid, and reed-stem epidendrum. It is a common roadside weed at middle elevations in Central America. It is a crucifix orchid, often confused with many other members of the section Schistochila, including E. calanthe, E. cinnabarinum, E. denticulatum, E. erectum, E. fulgens, E. ibaguense, E. imatophyllum, E. incisum, E. schomburgkii, E. secundum, and E. xanthinum, among others. The diagnostic characteristic of E. radicans is its tendency to sprout roots all along the length of the stem; other crucifix orchids only produce roots near the base. Additionally, E. radicans flowers are resupinate, unlike the members of the Epidendrum secundum complex, E. fulgens, and many other."
Epidote,,,Epidote is a calcium aluminium iron sorosilicate mineral.
EpigallocatechinGallate,,,"Epigallocatechin gallate (EGCG), also known as epigallocatechin-3-gallate, is the ester of epigallocatechin and gallic acid, and is a type of catechin. EGCG, the most abundant catechin in tea, is a polyphenol under basic research for its potential to affect human health and disease. EGCG is used in many dietary supplements."
Epimyrma,,,A genus of insects.
EpiophlebiaLaidlawi,,,"The Himalayan relict dragonfly (Epiophlebia laidlawi) is one of two species of Epiprocta in the family Epiophlebiidae. They have at one time been classified as a suborder Anisozygoptera, considered as intermediate between the dragonflies and the damselflies, partly because the hind wings and fore wings are very similar in size and shape, and partly because the insect at rest holds them back over the body as damselflies do. These attributes now are known to be misleading however; the genus Epiophlebia shares a more recent ancestor with dragonflies and became separated from other Anisoptera in and around the uplifting Himalayas."
Epiphyllum,,,"Epiphyllum (/ˌɛpᵻˈfɪləm/ ""upon the leaf"" in Greek) is a genus of 19 species of epiphytic plants in the cactus family (Cactaceae), native to Central America. Common names for these species include climbing cacti, orchid cacti and leaf cacti."
Epipleminae,,,"The Epipleminae or epiplemiine moths are a subfamily of the lepidopteran family Uraniidae. They are the most diverse and widespread uraniid group, occurring mainly throughout the Pantropics but barely reaching into the temperate regions. The Epipleminae are notable for the sexually dimorphic tympanal organ which is unlike any other butterfly's in details of its morphology. Some species are also peculiar in being able to rolling their wings into a stick-like shape, possibly as a form of crypsis. Such behavior has hitherto only been found in this subfamily and the quite unrelated Ennominae.(Sohn & Yen 2005)."
Epipyropidae,,,"The Epipyropidae comprise a small family of moths. This family and the closely related Cyclotornidae are unique among the Lepidoptera in that the larvae are ectoparasites, the hosts typically being fulgoroid planthoppers, thus the common name planthopper parasite moths."
Epitheria,,,"Epitherians comprise all the placental mammals except the Xenarthra. They are primarily characterized by having a stirrup-shaped stapes in the middle ear, which allows for passage of a blood vessel. This is in contrast to the column-shaped stapes found in marsupials, monotremes, and xenarthrans. They are also characterized by having a shorter fibula relative to the tibia. Another analysis suggests that the root of this clade lies between the Atlantogenata and Boreoeutheria."
Epixerus,,,"Epixerus ebii, also known as Ebian's palm squirrel, Temminck's giant squirrel, or the western palm squirrel, is a species of rodent in the family Sciuridae. It is the only species in the genus Epixerus."
Epoxide,,,"An epoxide is a cyclic ether with a three-atom ring. This ring approximates an equilateral triangle, which makes it strained, and hence highly reactive, more so than other ethers. They are produced on a large scale for many applications. In general, low molecular weight epoxides are colourless and nonpolar, and often volatile."
Epsilonretrovirus,,,"An epsilonretrovirus is a waterborn genus of the retroviridae family. It infects fish. The species include the Walleye dermal sarcoma virus, and Walleye epidermal hyperplasia virus 1 and 2."
Epsomite,,,"Epsomite is a hydrous magnesium sulfate mineral with formula MgSO4·7H2O. Epsomite crystallizes in the orthorhombic system as rarely found acicular or fibrous crystals, the normal form is as massive encrustations. It is colorless to white with tints of yellow, green and pink. The Mohs hardness is 2 to 2.5 and it has a low specific gravity of 1.67. Epsomite is the same as the household chemical, Epsom salt, and is readily soluble in water. It absorbs water from the air and converts to hexahydrate with the loss of one water molecule and a switch to monoclinic structure."
Eptesicus,,,"Eptesicus is a genus of bats, commonly called house bats, in the family Vespertilionidae."
EquatorialLanguageFamily,Equatorial language,Andean-Equatorial language,
Equidae,,,"Equidae (sometimes known as the horse family) is the taxonomic family of horses and related animals, including the extant horses, donkeys, and zebras, and many other species known only from fossils. All extant species are in the genus Equus. Equidae belongs to the order Perissodactyla, which includes the extant tapirs and rhinoceros, and several extinct families. The term equid refers to any member of this family, including any equine."
Equilenin,,,"Equilenin, also known as 6,8-didehydroestrone, as well as estra-1,3,5(10),6,8-pentaen-3-ol-17-one, is an estrogenic steroid hormone obtained from the urine of pregnant mares. It is used as one of the components in Premarin. It was the first complex natural product to be successfully, fully synthesized in 1940 by Alfred L. Wilds."
Equilin,,,"Equilin, also known as 7-dehydroestrone, as well as estra-1,3,5(10),7-tetraen-3-ol-17-one, is an estrogen from horses. Equilin is one of the estrogens present in the mixture of estrogens isolated from horse urine and marketed as Premarin. Premarin became the most commonly used form of estrogen for hormone replacement therapy in the United States of America. Estrone is the major estrogen in Premarin (about 50%) and equilin is present as about 25% of the total. Estrone is a major estrogen that is normally found in women. Equilin is not normally present in women, so there has been interest in the effects of equilin on the human body."
EquineInfectiousAnemiaVirus,,,"Equine infectious anemia or equine infectious anaemia (EIA), also known by horsemen as swamp fever, is a horse disease caused by a retrovirus and transmitted by bloodsucking insects. The virus (EIAV) is endemic in the Americas, parts of Europe, the Middle and Far East, Russia, and South Africa. The virus is a lentivirus, like human immunodeficiency virus (HIV). Like HIV, EIA can be transmitted through blood, milk, and body secretions.Transmission is primarily through biting flies, such as the horse-fly and deer-fly. The virus survives up to 4 hours in the carrier. Contaminated surgical equipment and recycled needles and syringes, and bits can transmit the disease. Mares can transmit the disease to their foals via the placenta.The risk of transmitting the disease is greatest when an infecte."
Erbovirus,,,"Erbovirus is a genus of viruses in the order Picornavirales, in the family Picornaviridae. Horses serve as natural hosts. There is currently only one species in this genus: the type species Erbovirus A. Diseases associated with this genus include: upper respiratory tract disease with viremia and fecal shedding. Viruses belonging to the Erbovirus genus have been isolated in horses with acute upper febrile respiratory disease. The structure of the erbovirus virion is icosahedral, having a diameter of 27-30 nm."
Erect-crestedPenguin,,,"The erect-crested penguin (Eudyptes sclateri) is a penguin known only from New Zealand, where it breeds on the Bounty and Antipodes Islands, although previously also known from Campbell Island. It has black upper parts, white underparts and a yellow eye stripe and crest. It spends the winter at sea and little is known about its biology and breeding habits. Populations have declined during the last few decades of the twentieth century, and the International Union for Conservation of Nature has listed it as being \""endangered\""."
Eremiaphilidae,,,"Eremiaphilidae is a small family of the order Mantodea (mantises). They are frequently wingless or brachypterous, and commonly encountered in desert environments. Their coloration often matches that of the sand or rocks in the habitat."
Eremobates,,,"Eremobates is a genus of arachnids of the order Solifugae. About 2 inches long, this fast-moving arachnid has the largest jaw size to body ratio of any animal[citation needed]. It is not venomous, but has a remarkably powerful bite."
Eremoblatta,,,"Eremoblatta is a genus of sand cockroaches, of the subfamily Polyphaginae, in the family Polyphagidae."
Eremocaulon,,,"Bambusa is a large genus of clumping bamboos. Most species of Bambusa are rather large, with numerous branches emerging from the nodes, and one or two much larger than the rest. The branches can be as long as 11 m (35 ft). They are native to Southeast Asia, China, Taiwan, the Himalayas, New Guinea, Melanesia, and the Northern Territory of Australia. They are also reportedly naturalized in other regions, e.g. Africa, Latin America, and various oceanic islands."
EremurusRobustus,,,"Eremurus robustus, the foxtail lily or giant desert candle is a species of flowering plant native to the Tien Shan and Pamir Mountains in central Asia that is often used as an ornamental plant. "
Ergine,,,"Ergine, also known as d-lysergic acid amide (LSA) and d-lysergamide, is an alkaloid of the ergoline family that occurs in various species of vines of the Convolvulaceae and some species of fungi. As the dominant alkaloid in the psychedelic seeds of Turbina corymbosa (ololiuhqui), Argyreia nervosa (Hawaiian baby woodrose) and Ipomoea tricolor (morning glories, tlitliltzin), it is often stated that ergine and/or isoergine (its epimer) is responsible for the psychedelic activity. However, this theory is debatable, as anecdotal reports suggest that the effects of synthetic LSA and iso-LSA are only slightly psychedelic, see Mixing the Kykeon below for a summary of human trials, and Chapter 17 and entry #26 of TiHKAL for further discussion."
Eriochloa,,,"Eriochloa is a widespread genus of plants in the grass family, commonly callsed cupgrass. They are found across much of Africa, Asia, Australia, and the Americas, plus a few places in European Russia. Species 1.  \n*  Eriochloa acuminata – tapertip cupgrass - Mexico, southern USA (from CA to MD + FL), northern Argentina  2.  \n*  Eriochloa aristata – bearded cupgrass - Mexico, USA (AZ, CA, MS)  3.  \n*  Eriochloa australiensis - Australia  4.  \n*  Eriochloa boliviensis - Bolivia  5.  \n*  Eriochloa boxiana - Mexico, Central America, Lesser Antilles, Colombia, Venezuela  6.  \n*  Eriochloa contracta – prairie cupgrass - Mexico, USA (from CA to FL to MN), Ontario  7.  \n*  Eriochloa crebra - Australia  8.  \n*  Eriochloa distachya - Central + South America  9.  \n*  Eriochloa fatmensis – tropical cu."
Eriocottidae,,,"Eriocottidae or Old World spiny-winged moths is a family of insects in the Lepidoptera order whose position relative to other members of the superfamily Tineoidea is currently unknown. There are two subfamilies, Compsocteninae and Eriocottinae."
Eriocranioidea,,,"Eriocraniidae is a family of moths restricted to the Holarctic region, with six extant genera. These small, metallic moths are usually day-flying, emerging fairly early in the northern temperate Spring."
EriodermaPedicellatum,,,"Erioderma pedicellatum is a medium-sized, foliose lichen in the family Pannariaceae, commonly called boreal felt lichen because of its fuzzy appearance. It grows on trees in damp boreal forests along the Atlantic coast, as well as in southcentral Alaska. It is currently one of the most endangered lichens in the world."
Erioneuron,,,"Erioneuron is a genus of New World plants in the grass family native to southern North America and southern South America. They are sometimes called by the common name woollygrass. These are tufty grasses with hairy spikelets. Species 1.  \n*  Erioneuron avenaceum (Kunth) Tateoka - shortleaf woollygrass - United States (AZ NM TX), Mexico (from Chihuahua to Oaxaca) 2.  \n*  Erioneuron pilosum (Buckley) Nash - hairy woollygrass - United States (AZ NM TX OK KS CO UT NV CA), Mexico (from Chihuahua to Oaxaca), Argentina, Boliviaformerly included  \n* Erioneuron pulchellum - Dasyochloa pulchella."
EriosemaHarmsiana,,,Eriosema harmsiana is a species of legume in the Fabaceae family. It is found only in Namibia.
Eriosyce,,,Eriosyce is a genus of cacti native to Chile.
EriothrixRufomaculata,,,Eriothrix rufomaculata is a fly in the family Tachinidae.
Eristalis,,,"Eristalis is a large genus of hoverflies, family Syrphidae, in the order Diptera. One of the more common species in the genus, Eristalis tenax is also known as the dronefly, because it bears a superficial resemblance to honeybee drones. Droneflies and their relatives are fairly common generalist pollinators, the larvae of which are aquatic, and breathe through a long, snorkel-like appendage, hence the common name rat-tailed maggots. Eristalis is a large genus of around 99 species, and is subdivided into several subgenera and species groups (Eristalomyia, Eristalis, Eoseristalis etc.)."
EristalisTenax,,,"Eristalis tenax is a European hoverfly, also known as the drone fly (or \""dronefly\""). It has been introduced into North America and is widely established."
ErmineMoth,,,"The family Yponomeutidae are known as the ermine moths, with several hundred species, most of them in the tropics. The larvae tend to form communal webs, and some are minor pests in agriculture, forestry, and horticulture. Some of the adults are very attractive. Adult moths are minor pollinators. There are five or six subfamilies. Some authors also include the closely related Plutellidae as yet another subfamily."
Erotylidae,,,"Erotylidae, or the pleasing fungus beetles, is a family of beetles containing over 100 genera. In the present circumscription, it includes the subfamilies Dacninae, Encaustinae, Erotylinae, Megalodacninae, and Tritominae. In other words, the narrowly circumscribed Erotylidae correspond to the subfamily Erotylinae in the definition sensu lato. They feed on plant and fungal matter; some are important pollinators (e.g. of the ancient cycads), while a few have gained notoriety as pests of some significance. Sometimes, useful and harmful species are found in one genus, e.g. Pharaxonotha. Most pleasing fungus beetles, however, are inoffensive animals of little significance to humans."
ErraticAnt,,,"The erratic ant (Tapinoma erraticum) is a species of dolichoderine ant first described in 1789 by Latreille. This species ranges throughout Central Europe from the mountains of south Italy to north Germany. It is present in coastal areas of Southern England and on the islands of Gotland and Öland in Sweden. Colonies are usually small, although larger colonies occasionally occur. Donisthorpe records having found a particularly large colony in Weybridge on July 29, 1913 in which \""the deälated females and workers in this nest being the largest I have ever seen\""."
Erwinia,,,"Erwinia is a genus of Enterobacteriaceae bacteria containing mostly plant pathogenic species which was named for the famous plant pathologist, Erwin Frink Smith. It contains gram-negative bacteria related to Escherichia coli, Shigella, Salmonella and Yersinia. They are primarily rod-shaped bacteria."
ErwiniaChrysantum,,,"Dickeya didantii is a gram-negative bacillus that belongs to the family Enterobacteriaceae. It was formerly known as Erwinia chrysanthemi but was reassigned as Dickeya dadantii in 2005. Members of this family are facultative anaerobes, able to ferment sugars to lactic acid, have nitrate reductase, but lack oxidases. Even though many clinical pathogens are part of the Enterobacteriaceae family, most members of this family are plant pathogens. D. dadantii is a motile, nonsporing, straight rod-shaped cell with rounded ends. Cells range in size from 0.8 to 3.2 μm by 0.5 to 0.8 μm and are surrounded by numerous flagella (peritrichous)."
ErwiniaPsidii,,,"Erwinia psidii is a Gram-negative bacterium and a phytopathogen of the Common Guava (Psidium guajava), causing rot in branches, flowers and fruits. Recently, it was demonstrated that this species produces two acyl-homoserine lactones (S-(-)-N-hexanoyl- and N-heptanoyl-homoserine lactone), widely recognized bacterial quorum sensing signaling substances, and employed in bacterial cell-to-cell communication systems."
ErysipelothrixRhusiopathiae,,,"Erysipelothrix rhusiopathiae is a Gram-positive, catalase-negative, rod-shaped, non-spore-forming, non-acid-fast, non-motile bacterium. The organism was first established as a human pathogen late in the nineteenth century. It may be isolated from soil, food scraps and water contaminated by infected animals. It can survive in soil for several weeks. In pig faeces, the survival period of this bacterium ranges from 1 to 5 months. It grows aerobically and anaerobically and does not contain endotoxin. Distributed worldwide, E. rhusiopathiae is primarily considered an animal pathogen, causing a disease known as erysipelas in animals (and erysipeloid in humans – see below). Turkeys and pigs are most commonly affected, but cases have been reported in other birds, sheep, fish, and reptiles. In pigs."
Erythromycin,,,"The chemical compound which is an anti-infective. This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of erythromycin. This product category corresponds to the UNSPSC code: 51282300."
Erythronium,,,"Erythronium (fawn lily, trout lily, dog's-tooth violet, adder's tongue) is a genus of Eurasian and North American plants in the lily family. The name Erythronium derives from the word erythros, which means red in Greek and refers to the red flowers of E. dens-canis."
ErythrophleumFordii,,,"Erythrophleum fordii is a species of legume in the Fabaceae family. It is a tree about 10 metres (33 ft) tall, occasionally reaching 30 metres. It is found in southeastern China, Taiwan, and Vietnam.It is a valuable timber tree threatened by overexploitation. It is under second-class national protection in China."
Erythrotriorchis,,,Erythrotriorchis is a genus of bird of prey in the Accipitridae family.
Escamoles,,,Escamoles are the edible larvae and pupae of ants of the species Liometopum apiculatum and L. occidentale var. luctuosum. They are harvested from the roots of the Agave tequilana (tequila) or Agave americana (maguey—mezcal) plants in Mexico.
Escobaria,,,"Escobaria, pincushion cactus or foxtail cactus is a genus of low-growing cacti that range from the southernmost parts of central and western Canada through northern Mexico, with one species in Cuba. The genus comprises about 23 species. The term \""pincushion cactus\"" may also refer to the related Mammillaria. Common species include the Missouri foxtail cactus E. missouriensis, widespread in grassland and forest west of the Mississippi, and the spinystar E. vivipara, distributed across the US and into Canada, first described by Nuttall in 1813."
EscobariaMissouriensis,,,"Escobaria missouriensis, the Missouri foxtail cactus and formerly Coryphantha missouriensis, is a species of low-growing North American cacti. It is found in along the Missouri River in the tallgrass prairie and shortgrass Great Plains, from Texas to Montana and the Dakotas, and in the Rocky Mountains woodlands of Ponderosa pine (Pinus ponderosa), pinyon-juniper, and Gambel oak (Quercus gambelii) west of it. It is also native to the Southwestern United States in Arizona, New Mexico, and Utah."
